id,features
32,"[0.04997701570391655, -0.9223182797431946, 0.7946679592132568, -0.7361419796943665, -0.2573166489601135, 0.39015257358551025, 0.5087720155715942, -0.6825719475746155, -0.14958587288856506, -0.10481547564268112, 0.6561572551727295, 0.0516619011759758, 0.18645107746124268, 0.0001979995722649619, -0.1220223531126976, 0.012442268431186676, -0.10458353161811829, 0.3161495327949524, 0.07161284983158112, -0.2988005578517914, 0.10449043661355972, 0.04925590753555298, 0.10728447884321213, -0.5758729577064514, 0.45268839597702026]"
42,"[-0.3433515429496765, -0.2215857356786728, 0.7364545464515686, -0.6301975846290588, 0.24172742664813995, 0.07768890261650085, 1.028357744216919, -0.18826238811016083, -0.44557371735572815, 0.2168763279914856, 0.8270823359489441, 0.23266758024692535, 0.3967735171318054, 0.18233193457126617, -0.3032996654510498, 0.3014126420021057, -0.442330002784729, 0.34090369939804077, 0.4618000090122223, -0.1596977263689041, 0.10762365162372589, 0.2515776455402374, 0.25140902400016785, -0.13748367130756378, 0.8461322784423828]"
52,"[0.058247748762369156, -0.29303252696990967, 0.9462413191795349, -0.7745211124420166, 0.0390835739672184, 0.369859516620636, 0.6264501810073853, -0.46850404143333435, -0.642389178276062, 0.04386297985911369, 0.7934476137161255, 0.04232093319296837, -0.04272877797484398, 0.10485614836215973, -0.07859767973423004, 0.4114769697189331, 0.1355515867471695, -0.20608511567115784, 0.026505304500460625, 0.25772807002067566, 0.22609812021255493, 0.5670415163040161, 0.4560348093509674, -0.3434985876083374, 0.7637465000152588]"
62,"[-0.16722072660923004, -0.5467801094055176, 0.5893672108650208, -0.7445551156997681, 0.2248201072216034, 0.001812063972465694, 0.5297018885612488, -0.14963343739509583, -0.3833184838294983, 0.05266987532377243, 0.890712320804596, 0.430573433637619, 0.23259612917900085, 0.09890114516019821, -0.3394136130809784, 0.5456722378730774, -0.10044976323843002, -0.22144603729248047, -0.03354150801897049, -0.040901996195316315, 0.05265535041689873, 0.307202011346817, 0.30213335156440735, -0.6195650100708008, 0.7714812159538269]"
72,"[0.025302179157733917, -0.6279528141021729, 0.6968956589698792, -0.6254898309707642, 0.006281923037022352, 0.21143946051597595, 0.514975905418396, -0.5041038990020752, -0.36476391553878784, -0.011755661107599735, 0.5432641506195068, 0.2649093270301819, 0.15319488942623138, 0.025034615769982338, -0.3021944463253021, 0.43478840589523315, -0.0757681280374527, -0.12165266275405884, 0.07071896642446518, -0.08000283688306808, 0.23645655810832977, 0.40331336855888367, 0.07903289794921875, -0.572044849395752, 0.7335408329963684]"
82,"[0.13859283924102783, -0.2704041004180908, 0.39442095160484314, -0.6014626622200012, 0.20473407208919525, 0.07726072520017624, 0.7418212294578552, -0.10097606480121613, -0.23274081945419312, 0.2694200873374939, 0.26266077160835266, 0.42828369140625, -0.044595006853342056, 0.1574651449918747, -0.3093891739845276, 0.7716533541679382, 0.4561487138271332, 0.42025691270828247, 0.12932328879833221, 0.0295609999448061, 0.23776818811893463, 0.5862704515457153, 0.391201376914978, -0.5612211227416992, 0.7965553998947144]"
92,"[0.07231710106134415, -0.7995153069496155, 0.986456573009491, -0.6796941757202148, -0.15766990184783936, 0.3163186311721802, 0.839383065700531, -0.16579654812812805, -0.6499635577201843, -0.08060353994369507, 0.28562596440315247, 0.273131787776947, -0.0014869271544739604, -0.3050393760204315, -0.09171704947948456, 0.2604358196258545, -0.025889292359352112, -0.18132284283638, -0.24688206613063812, -0.006133031565696001, 0.3354048430919647, 0.28991395235061646, 0.5439276695251465, -0.3435475528240204, 0.7984874248504639]"
102,"[-0.3368337154388428, -0.3076920211315155, 0.6770026683807373, -0.7941160202026367, -0.06510123610496521, 0.3862147033214569, 0.6293150186538696, -0.4611617922782898, -0.5707640647888184, 0.5016518235206604, 0.16130036115646362, 0.24257028102874756, -0.022604817524552345, 0.04167637974023819, -0.3258320689201355, 0.1624671220779419, 0.008831585757434368, -0.04446865990757942, -0.235688254237175, -0.09455005824565887, 0.36561352014541626, 0.0444301962852478, -0.03735773265361786, -0.4947478473186493, 0.5799270868301392]"
112,"[0.4499955177307129, -0.7378715872764587, 0.950792670249939, -0.34723034501075745, -0.1714666336774826, 0.7970492839813232, 0.5170794129371643, 0.25865235924720764, -0.28244858980178833, 0.26335224509239197, 0.1571447104215622, 0.513996958732605, -0.11295823752880096, -0.17152856290340424, -0.8795044422149658, 0.4515083134174347, 0.35154998302459717, -0.8210260272026062, 0.36920812726020813, -0.19120821356773376, 0.025456251576542854, 0.5505239367485046, 0.08431180566549301, 0.020507676526904106, 0.8516693711280823]"
122,"[-0.055474795401096344, -0.7168339490890503, 0.6889960169792175, -0.7502854466438293, 0.06218341737985611, 0.3983306288719177, 0.6838666796684265, -0.4763283133506775, -0.5228111147880554, -0.024563025683164597, 0.5710814595222473, 0.3275822401046753, 0.09185470640659332, 0.14574456214904785, -0.1490592211484909, 0.3433240056037903, 0.07077956199645996, -0.23823535442352295, 0.01599157229065895, 0.07293012738227844, 0.3492063581943512, 0.34929564595222473, 0.11021455377340317, -0.6955186128616333, 0.8267456889152527]"
132,"[-0.09859543293714523, -0.5208299160003662, 0.5800337791442871, -0.33039453625679016, -0.08687908947467804, -0.051189009100198746, 0.5147215127944946, -0.5627451539039612, -0.5349359512329102, 0.05813686549663544, 0.35813671350479126, 0.5630594491958618, 0.35997530817985535, -0.03009815141558647, -0.29363879561424255, 0.10755415260791779, -0.024330180138349533, -0.028142495080828667, 0.07596802711486816, 0.2839292287826538, 0.3479102849960327, 0.24425441026687622, 0.002838004380464554, -0.3161710202693939, 0.4148845672607422]"
142,"[-0.2452263981103897, -0.4684629738330841, 0.6288763284683228, -1.0478410720825195, -0.06259243935346603, 0.09832543879747391, 0.30774250626564026, -0.6471523642539978, -0.40663984417915344, -0.02856447733938694, 0.36636510491371155, -0.039851073175668716, 0.23096048831939697, -0.08056509494781494, -0.1744559109210968, 0.014661908149719238, -0.2325717806816101, 0.0013230257900431752, -0.0752890482544899, -0.2677233815193176, 0.1389678716659546, 0.35019782185554504, 0.03008892573416233, -0.5623653531074524, 0.8514388799667358]"
152,"[-0.2824441194534302, -0.675281286239624, 0.5128043293952942, -0.5974958539009094, 0.06740521639585495, 0.2513285279273987, 0.6466887593269348, -0.24968865513801575, -0.7374502420425415, 0.1015784963965416, 0.35195696353912354, 0.25219693779945374, 0.09199966490268707, 0.13068071007728577, -0.021385176107287407, 0.10148884356021881, -0.33387067914009094, -0.15879404544830322, 0.14351889491081238, -0.0037036165595054626, 0.4226044714450836, 0.30563080310821533, -0.038678377866744995, -0.7882934212684631, 0.44334039092063904]"
162,"[0.02563960663974285, -0.48843270540237427, 1.1014235019683838, -0.6291736960411072, 0.27152693271636963, -0.08767274767160416, 0.43827709555625916, -0.46803778409957886, -0.22272001206874847, 0.15621477365493774, 0.7544537782669067, 0.21560505032539368, 0.1891987919807434, -0.38163432478904724, 0.1071818619966507, 0.37019965052604675, -0.45305898785591125, -0.012355370447039604, -0.10153716057538986, 0.09371919184923172, 0.3530927002429962, 0.05403664708137512, 0.3176865577697754, -1.0909619331359863, 0.6533008813858032]"
172,"[0.08065597712993622, -0.21184766292572021, 1.0403355360031128, -0.9767037630081177, -0.02453644946217537, 0.2133401781320572, 0.27624157071113586, -0.16027793288230896, -0.468802273273468, -0.06636131554841995, 0.7993353009223938, 0.5319867730140686, 0.12154192477464676, -0.078037329018116, 0.12887533009052277, 0.01986759528517723, -0.07725339382886887, -0.03952290490269661, 0.005789291113615036, 0.03562602400779724, 0.021242426708340645, 0.04454466328024864, -0.06070908531546593, -0.43028631806373596, 0.8720483183860779]"
182,"[-0.2171510010957718, -0.7843146324157715, 0.6145961880683899, -0.46220019459724426, 0.3031039237976074, 0.02341674081981182, 0.7610685229301453, -0.5314505696296692, -0.677108883857727, 0.0926794782280922, 0.33556246757507324, -0.008832587860524654, 0.3199559152126312, -0.027278630062937737, 0.07812856882810593, -0.2830539047718048, -0.20627911388874054, -0.4047447741031647, 0.173378586769104, -0.011585901491343975, 0.422703355550766, -0.06779015809297562, -0.026182429865002632, -0.4757630228996277, 0.7460892796516418]"
192,"[0.26872867345809937, -0.38466933369636536, 1.065592885017395, -0.5963519811630249, 0.3564194142818451, -0.1936647891998291, 0.23759877681732178, -0.1855413019657135, -0.3228049576282501, 0.46680906414985657, 0.6030429601669312, 0.336958646774292, -0.33888715505599976, -0.3090497553348541, -0.296824187040329, 0.004218144807964563, 0.06370151787996292, 0.5899676084518433, -0.11068981140851974, 0.13110989332199097, 0.1279817670583725, 0.6643524765968323, 0.29190248250961304, -0.4801519811153412, 1.0860823392868042]"
202,"[0.26712357997894287, -0.7631060481071472, 0.5883986353874207, -0.44077926874160767, 0.15874803066253662, 0.380761057138443, 0.6151010990142822, -0.584827184677124, -0.44804927706718445, -0.2463856190443039, 0.39832577109336853, 0.3688846230506897, 0.16861382126808167, 0.08627890050411224, 0.1549299955368042, 0.08837636560201645, -0.23129786550998688, 0.07701107859611511, -0.012274423614144325, -0.19478167593479156, 0.270742267370224, 0.5090530514717102, -0.043015751987695694, -0.5045798420906067, 0.7165464162826538]"
212,"[0.334416002035141, -0.6209239959716797, 0.25000205636024475, -0.5520615577697754, 0.14512017369270325, 0.2788204550743103, 0.4811848998069763, -0.5601860284805298, -0.5729624032974243, -0.1561889797449112, 0.29099202156066895, 0.24663938581943512, 0.004310088697820902, 0.04396599158644676, -0.3142021596431732, 0.3260330855846405, 0.2043834626674652, -0.1293623149394989, -0.053941261023283005, 0.28998470306396484, 0.09050550311803818, 0.3621903955936432, 0.20144374668598175, -0.3789540231227875, 0.7291766405105591]"
222,"[0.02433846704661846, -0.2592422664165497, 0.35477274656295776, -0.8963555693626404, 0.2579832673072815, 0.24732449650764465, 0.7163564562797546, -0.27616819739341736, -0.19940441846847534, -0.06945336610078812, 0.3559601604938507, 0.21545718610286713, -0.12372682243585587, -0.16277749836444855, -0.25451919436454773, 0.6596641540527344, 0.061317190527915955, 0.04541939124464989, 0.06304972618818283, -0.16944262385368347, 0.049245622009038925, 0.3349089026451111, 0.07908327877521515, -0.16849271953105927, 0.7577009797096252]"
232,"[0.08494549244642258, -0.4510582685470581, 0.5388461947441101, -0.5719199180603027, 0.22087620198726654, 0.273914635181427, 0.4614574611186981, -0.39618468284606934, -0.24457252025604248, 0.06887022405862808, 0.5089401006698608, -0.008720675483345985, 0.25941765308380127, -0.06400801986455917, -0.3508562445640564, 0.6013736128807068, 0.1064273938536644, -0.053095538169145584, 0.18448910117149353, 0.03604015335440636, 0.05991901084780693, 0.4350229799747467, 0.18451206386089325, -0.7849209308624268, 0.627977728843689]"
242,"[-0.40210816264152527, -0.39612051844596863, 0.5360804796218872, -0.6750649213790894, 0.10474973171949387, -0.04981242120265961, 0.7061681151390076, -0.251216322183609, -0.6351902484893799, -0.11428773403167725, 0.4535751938819885, 0.3083972930908203, 0.19512933492660522, 0.14453262090682983, 0.06744334101676941, 0.32345953583717346, 0.13983866572380066, -0.01173799205571413, 0.5327677130699158, -0.19214169681072235, 0.21506959199905396, 0.5919252634048462, 0.12978903949260712, -0.7172752022743225, 0.5355361700057983]"
252,"[-0.04446295648813248, -0.631708025932312, 0.572020947933197, -0.732346773147583, 0.045781977474689484, 0.12618787586688995, 0.7267118692398071, -0.7029061913490295, -0.5114999413490295, 0.14403092861175537, 0.3198535442352295, 0.19060327112674713, 0.040161795914173126, -0.31257906556129456, -0.18875260651111603, 0.2620307207107544, -0.0824190229177475, 0.006113366223871708, -0.5086041688919067, -0.09981734305620193, 0.17849557101726532, 0.31910210847854614, -0.15045037865638733, -0.6731846928596497, 0.6958793997764587]"
262,"[0.019895361736416817, -0.6370953321456909, 0.48913756012916565, -0.6660502552986145, -0.38932764530181885, -0.051872368901968, 0.061417751014232635, -0.01802157424390316, -0.34486931562423706, -0.0684782862663269, 0.7025246620178223, -0.11549478024244308, 0.0813252329826355, -0.21366077661514282, 0.6756995916366577, 0.27273455262184143, -0.42835748195648193, -0.48561957478523254, -0.03932873532176018, -0.017278920859098434, -0.19980014860630035, 0.39415761828422546, -0.1420404016971588, -0.8958722352981567, 0.4798242747783661]"
272,"[0.2780597507953644, -0.6137688755989075, 0.59367436170578, -0.519113302230835, 0.06568583101034164, 0.28879186511039734, 0.416111022233963, 0.006321189925074577, -0.2798704206943512, -0.0019769889768213034, 0.30008843541145325, 0.292807012796402, 0.22036445140838623, 0.03595927357673645, -0.02244618535041809, 0.256451815366745, 0.02441895566880703, -0.25481507182121277, 0.215199813246727, 0.2733383774757385, 0.28326717019081116, 0.35482290387153625, 0.18618711829185486, -0.73128342628479, 0.8674458265304565]"
282,"[-0.10970260947942734, -0.49885088205337524, 0.7110692262649536, -0.5600988864898682, 0.037537768483161926, 0.3864145576953888, 0.3212408125400543, -0.6985891461372375, -0.38299858570098877, 0.22154243290424347, 0.35833215713500977, 0.3623266816139221, 0.23974211513996124, -0.10714111477136612, -0.4035736620426178, 0.16467691957950592, -0.06879004836082458, -0.1181553304195404, 0.09614687412977219, -0.009238328784704208, -0.014840169809758663, 0.3808295726776123, 0.2978667616844177, -0.6481711864471436, 0.9786595702171326]"
292,"[0.5900043249130249, -0.3334301710128784, 0.8819271326065063, -0.6938533186912537, 0.1788903772830963, 0.2149808704853058, 0.3901751935482025, -0.28810176253318787, 0.09885463118553162, 0.13391102850437164, 0.358254075050354, 0.20970924198627472, 0.075514055788517, -0.12625207006931305, -0.37370339035987854, 0.07281304895877838, 0.16537244617938995, 0.3010697066783905, -0.21603092551231384, 0.13987500965595245, -0.01960294507443905, 0.5850985050201416, 0.34892141819000244, -0.5863882899284363, 0.6833523511886597]"
302,"[-0.3255196213722229, -1.0658373832702637, 0.7357928156852722, -0.7591874003410339, -0.19000716507434845, 0.2525039613246918, 0.4662711024284363, -0.3454532027244568, -0.3592968285083771, -0.15131182968616486, 0.2827673554420471, 0.04175000637769699, -0.013150577433407307, -0.3773467540740967, -0.26332682371139526, -0.07507413625717163, -0.21289320290088654, 0.08128298074007034, 0.05804295092821121, -0.17090965807437897, 0.0056088948622345924, 0.3753466010093689, -0.21709299087524414, -0.9161561727523804, 0.5721474885940552]"
312,"[0.026914484798908234, -0.5994247198104858, 0.5285219550132751, -0.62811279296875, 0.022119801491498947, 0.5991061329841614, 0.8549619317054749, -0.39287427067756653, -0.2795058786869049, -0.2939973473548889, 0.5277615785598755, 0.3160339891910553, 0.16067585349082947, 0.2834891378879547, -0.12887370586395264, -0.05425698682665825, -0.20753788948059082, -0.1226097121834755, 0.04334181174635887, -0.19301749765872955, -0.3288757801055908, 0.12857145071029663, 0.07872767001390457, -0.6112543940544128, 0.6694217324256897]"
322,"[0.022183557972311974, -0.13752929866313934, 0.37090399861335754, -0.46893343329429626, 0.50754314661026, 0.2894185185432434, 0.6111015677452087, -0.626823365688324, -0.13045696914196014, -0.05705568939447403, 0.6905625462532043, 0.2749505341053009, 0.16719475388526917, -0.19273996353149414, -0.3400048315525055, 0.22514447569847107, -0.2880338430404663, 0.08396492898464203, 0.04198428615927696, -0.04151228815317154, 0.7845209836959839, 0.44634777307510376, -0.12037160992622375, -0.5665988326072693, 0.5918102264404297]"
332,"[0.19907239079475403, -0.4876619279384613, 0.6991338133811951, -0.8370324373245239, 0.030907640233635902, 0.2406046837568283, 0.41809216141700745, -0.4704008996486664, -0.3176605999469757, 0.02418738231062889, 0.22896583378314972, 0.21889865398406982, 0.17147815227508545, -0.011530534364283085, -0.21227505803108215, -0.036177728325128555, 0.06115330383181572, -0.03195173293352127, -0.20099999010562897, -0.02544519491493702, 0.3597608804702759, 0.40463754534721375, -0.20988602936267853, -0.6252368092536926, 0.6165357232093811]"
